"vertex","cluster","color"
39507,182,"#868686FF"
39508,182,"#868686FF"
2951,1406,"#7AA6DCFF"
39510,182,"#868686FF"
20192,182,"#868686FF"
10902,584,"#3B3B3BFF"
22218,584,"#3B3B3BFF"
39512,1343,"white"
9882,445,"#EFC000FF"
39523,182,"#868686FF"
39525,584,"#3B3B3BFF"
39526,445,"#EFC000FF"
673,445,"#EFC000FF"
37043,116,"#0073C2FF"
19117,116,"#0073C2FF"
34645,445,"#EFC000FF"
39527,1406,"#7AA6DCFF"
674,1406,"#7AA6DCFF"
39529,182,"#868686FF"
39530,1406,"#7AA6DCFF"
39534,182,"#868686FF"
39535,935,"white"
37029,445,"#EFC000FF"
39537,445,"#EFC000FF"
36279,488,"#003C67FF"
39539,445,"#EFC000FF"
15393,584,"#3B3B3BFF"
39540,182,"#868686FF"
39541,445,"#EFC000FF"
39542,936,"white"
39544,584,"#3B3B3BFF"
39545,445,"#EFC000FF"
23813,116,"#0073C2FF"
17721,182,"#868686FF"
641,138,"#A73030FF"
39579,445,"#EFC000FF"
22080,848,"white"
39581,584,"#3B3B3BFF"
39582,116,"#0073C2FF"
39583,937,"white"
39585,182,"#868686FF"
39586,182,"#868686FF"
17482,445,"#EFC000FF"
39587,445,"#EFC000FF"
39588,848,"white"
39590,488,"#003C67FF"
8769,445,"#EFC000FF"
39591,182,"#868686FF"
39592,445,"#EFC000FF"
39593,55,"white"
10847,445,"#EFC000FF"
23820,116,"#0073C2FF"
39595,533,"#8F7700FF"
39596,165,"#CD534CFF"
39597,445,"#EFC000FF"
22814,307,"white"
39599,182,"#868686FF"
39600,938,"white"
39603,445,"#EFC000FF"
14032,215,"#4A6990FF"
2955,1406,"#7AA6DCFF"
15219,165,"#CD534CFF"
39604,488,"#003C67FF"
39606,165,"#CD534CFF"
39608,182,"#868686FF"
2956,1406,"#7AA6DCFF"
39609,445,"#EFC000FF"
39610,165,"#CD534CFF"
39605,488,"#003C67FF"
39611,445,"#EFC000FF"
39612,939,"white"
39619,182,"#868686FF"
39620,445,"#EFC000FF"
39621,182,"#868686FF"
39622,671,"white"
2957,1406,"#7AA6DCFF"
38135,584,"#3B3B3BFF"
11943,116,"#0073C2FF"
39625,445,"#EFC000FF"
39626,584,"#3B3B3BFF"
23826,116,"#0073C2FF"
23827,116,"#0073C2FF"
39627,116,"#0073C2FF"
39628,940,"white"
39631,488,"#003C67FF"
39633,488,"#003C67FF"
39634,165,"#CD534CFF"
39635,182,"#868686FF"
39636,445,"#EFC000FF"
39637,533,"#8F7700FF"
2958,1406,"#7AA6DCFF"
39638,941,"white"
39640,815,"white"
39645,138,"#A73030FF"
23830,116,"#0073C2FF"
10319,165,"#CD534CFF"
39647,533,"#8F7700FF"
39648,116,"#0073C2FF"
11805,1406,"#7AA6DCFF"
20100,445,"#EFC000FF"
765,488,"#003C67FF"
36876,56,"white"
39654,138,"#A73030FF"
39655,138,"#A73030FF"
39656,839,"white"
17329,445,"#EFC000FF"
39657,445,"#EFC000FF"
39658,445,"#EFC000FF"
23832,116,"#0073C2FF"
2961,445,"#EFC000FF"
39659,584,"#3B3B3BFF"
39660,533,"#8F7700FF"
39661,533,"#8F7700FF"
39662,445,"#EFC000FF"
39664,445,"#EFC000FF"
20193,584,"#3B3B3BFF"
13244,1406,"#7AA6DCFF"
37410,165,"#CD534CFF"
39665,445,"#EFC000FF"
39666,182,"#868686FF"
9280,165,"#CD534CFF"
39668,445,"#EFC000FF"
2963,488,"#003C67FF"
39669,116,"#0073C2FF"
23834,138,"#A73030FF"
14033,165,"#CD534CFF"
18050,445,"#EFC000FF"
2964,1406,"#7AA6DCFF"
8770,445,"#EFC000FF"
39675,182,"#868686FF"
39679,445,"#EFC000FF"
39680,116,"#0073C2FF"
15840,445,"#EFC000FF"
17408,445,"#EFC000FF"
39682,445,"#EFC000FF"
8220,165,"#CD534CFF"
39683,943,"white"
39685,116,"#0073C2FF"
39686,944,"white"
13025,488,"#003C67FF"
39688,1406,"#7AA6DCFF"
39689,138,"#A73030FF"
39690,165,"#CD534CFF"
39691,182,"#868686FF"
2965,1406,"#7AA6DCFF"
8221,165,"#CD534CFF"
2966,1406,"#7AA6DCFF"
39693,182,"#868686FF"
39694,445,"#EFC000FF"
36522,533,"#8F7700FF"
23839,116,"#0073C2FF"
2967,1406,"#7AA6DCFF"
1649,116,"#0073C2FF"
39698,848,"white"
9281,165,"#CD534CFF"
2968,1406,"#7AA6DCFF"
452,165,"#CD534CFF"
39705,945,"white"
2969,1406,"#7AA6DCFF"
36707,116,"#0073C2FF"
2970,1406,"#7AA6DCFF"
9282,165,"#CD534CFF"
1381,589,"white"
39709,445,"#EFC000FF"
39710,533,"#8F7700FF"
39711,116,"#0073C2FF"
39712,182,"#868686FF"
39713,488,"#003C67FF"
11308,445,"#EFC000FF"
23173,1406,"#7AA6DCFF"
39714,182,"#868686FF"
39719,445,"#EFC000FF"
39721,182,"#868686FF"
39722,165,"#CD534CFF"
39723,838,"white"
39724,946,"white"
39726,116,"#0073C2FF"
39727,182,"#868686FF"
2972,1406,"#7AA6DCFF"
36059,838,"white"
39728,445,"#EFC000FF"
20194,165,"#CD534CFF"
39730,116,"#0073C2FF"
23841,116,"#0073C2FF"
39732,533,"#8F7700FF"
39733,182,"#868686FF"
23842,116,"#0073C2FF"
39734,182,"#868686FF"
39735,165,"#CD534CFF"
39736,215,"#4A6990FF"
23844,116,"#0073C2FF"
39737,445,"#EFC000FF"
39738,182,"#868686FF"
39739,182,"#868686FF"
39740,197,"white"
14567,445,"#EFC000FF"
39742,671,"white"
39743,584,"#3B3B3BFF"
12415,116,"#0073C2FF"
39744,848,"white"
39745,445,"#EFC000FF"
39746,165,"#CD534CFF"
39747,445,"#EFC000FF"
39748,445,"#EFC000FF"
39749,116,"#0073C2FF"
39751,220,"white"
35141,445,"#EFC000FF"
37466,838,"white"
39759,182,"#868686FF"
23847,116,"#0073C2FF"
39760,319,"white"
39763,445,"#EFC000FF"
23848,116,"#0073C2FF"
39764,947,"white"
39766,138,"#A73030FF"
10320,165,"#CD534CFF"
33740,165,"#CD534CFF"
2973,116,"#0073C2FF"
23849,488,"#003C67FF"
39768,165,"#CD534CFF"
36229,584,"#3B3B3BFF"
8222,165,"#CD534CFF"
39770,948,"white"
23850,116,"#0073C2FF"
39772,533,"#8F7700FF"
22296,1406,"#7AA6DCFF"
39774,445,"#EFC000FF"
22526,138,"#A73030FF"
39775,445,"#EFC000FF"
39776,445,"#EFC000FF"
10779,488,"#003C67FF"
22527,182,"#868686FF"
39777,138,"#A73030FF"
7964,116,"#0073C2FF"
39779,445,"#EFC000FF"
2976,1406,"#7AA6DCFF"
38756,488,"#003C67FF"
39780,445,"#EFC000FF"
23856,116,"#0073C2FF"
18137,445,"#EFC000FF"
10558,116,"#0073C2FF"
39781,182,"#868686FF"
39782,1343,"white"
39786,182,"#868686FF"
9883,165,"#CD534CFF"
39787,182,"#868686FF"
10451,165,"#CD534CFF"
39788,533,"#8F7700FF"
39789,445,"#EFC000FF"
1951,488,"#003C67FF"
39790,949,"white"
39792,445,"#EFC000FF"
9884,445,"#EFC000FF"
39793,445,"#EFC000FF"
39794,165,"#CD534CFF"
39795,138,"#A73030FF"
2980,1406,"#7AA6DCFF"
39796,58,"white"
39798,1434,"white"
39800,584,"#3B3B3BFF"
39801,584,"#3B3B3BFF"
33203,165,"#CD534CFF"
38981,116,"#0073C2FF"
2981,1406,"#7AA6DCFF"
39805,182,"#868686FF"
39806,445,"#EFC000FF"
12494,533,"#8F7700FF"
2982,1406,"#7AA6DCFF"
18601,165,"#CD534CFF"
39807,751,"white"
1650,116,"#0073C2FF"
39808,445,"#EFC000FF"
12365,445,"#EFC000FF"
18602,165,"#CD534CFF"
39823,138,"#A73030FF"
16184,215,"#4A6990FF"
22793,1343,"white"
39825,165,"#CD534CFF"
19960,488,"#003C67FF"
39830,445,"#EFC000FF"
20195,182,"#868686FF"
20196,182,"#868686FF"
39831,950,"white"
39833,57,"white"
39834,951,"white"
39836,165,"#CD534CFF"
10823,165,"#CD534CFF"
8771,445,"#EFC000FF"
39837,182,"#868686FF"
39838,584,"#3B3B3BFF"
39839,445,"#EFC000FF"
39840,488,"#003C67FF"
8020,116,"#0073C2FF"
8099,1406,"#7AA6DCFF"
39844,445,"#EFC000FF"
21668,165,"#CD534CFF"
39849,445,"#EFC000FF"
39850,533,"#8F7700FF"
39851,488,"#003C67FF"
39852,445,"#EFC000FF"
14034,165,"#CD534CFF"
2985,1406,"#7AA6DCFF"
12305,182,"#868686FF"
39797,58,"white"
2986,1406,"#7AA6DCFF"
39853,533,"#8F7700FF"
39854,182,"#868686FF"
39855,165,"#CD534CFF"
39857,1343,"white"
39858,1406,"#7AA6DCFF"
39859,165,"#CD534CFF"
39861,165,"#CD534CFF"
39862,182,"#868686FF"
11310,445,"#EFC000FF"
23866,116,"#0073C2FF"
39863,445,"#EFC000FF"
39864,445,"#EFC000FF"
39865,116,"#0073C2FF"
39867,165,"#CD534CFF"
39868,952,"white"
39870,165,"#CD534CFF"
39871,182,"#868686FF"
39872,445,"#EFC000FF"
23867,116,"#0073C2FF"
39873,488,"#003C67FF"
39874,445,"#EFC000FF"
37518,59,"white"
14035,182,"#868686FF"
39877,445,"#EFC000FF"
39878,182,"#868686FF"
23868,116,"#0073C2FF"
39879,533,"#8F7700FF"
23869,116,"#0073C2FF"
20198,182,"#868686FF"
34995,445,"#EFC000FF"
9885,445,"#EFC000FF"
12306,182,"#868686FF"
39880,182,"#868686FF"
11101,1406,"#7AA6DCFF"
39881,165,"#CD534CFF"
2989,1406,"#7AA6DCFF"
39900,182,"#868686FF"
23871,116,"#0073C2FF"
23872,116,"#0073C2FF"
15616,584,"#3B3B3BFF"
2991,1406,"#7AA6DCFF"
39901,182,"#868686FF"
36774,182,"#868686FF"
36958,1127,"white"
39904,182,"#868686FF"
12789,116,"#0073C2FF"
2992,1406,"#7AA6DCFF"
39905,445,"#EFC000FF"
39906,138,"#A73030FF"
33557,215,"#4A6990FF"
37561,182,"#868686FF"
39912,445,"#EFC000FF"
19677,165,"#CD534CFF"
39913,533,"#8F7700FF"
39914,584,"#3B3B3BFF"
39915,445,"#EFC000FF"
39916,488,"#003C67FF"
39917,584,"#3B3B3BFF"
14602,165,"#CD534CFF"
39918,488,"#003C67FF"
2994,215,"#4A6990FF"
39919,182,"#868686FF"
39920,182,"#868686FF"
39921,165,"#CD534CFF"
39922,165,"#CD534CFF"
39923,953,"white"
39925,116,"#0073C2FF"
10903,584,"#3B3B3BFF"
15841,445,"#EFC000FF"
39927,445,"#EFC000FF"
22949,182,"#868686FF"
39928,182,"#868686FF"
39929,954,"white"
39931,533,"#8F7700FF"
39932,445,"#EFC000FF"
39933,182,"#868686FF"
20199,182,"#868686FF"
39934,445,"#EFC000FF"
33472,488,"#003C67FF"
39936,182,"#868686FF"
39937,116,"#0073C2FF"
39938,445,"#EFC000FF"
39939,182,"#868686FF"
39940,445,"#EFC000FF"
39941,182,"#868686FF"
33212,584,"#3B3B3BFF"
39942,584,"#3B3B3BFF"
39943,445,"#EFC000FF"
20003,445,"#EFC000FF"
2997,1406,"#7AA6DCFF"
20200,182,"#868686FF"
39947,165,"#CD534CFF"
39948,116,"#0073C2FF"
8339,445,"#EFC000FF"
39958,445,"#EFC000FF"
2999,488,"#003C67FF"
23879,445,"#EFC000FF"
39959,116,"#0073C2FF"
22220,488,"#003C67FF"
9283,165,"#CD534CFF"
39962,165,"#CD534CFF"
104,445,"#EFC000FF"
36304,165,"#CD534CFF"
39977,445,"#EFC000FF"
39978,955,"white"
7958,848,"white"
39980,838,"white"
39981,584,"#3B3B3BFF"
23880,116,"#0073C2FF"
39983,116,"#0073C2FF"
16185,165,"#CD534CFF"
39984,138,"#A73030FF"
39985,182,"#868686FF"
39986,138,"#A73030FF"
39987,1406,"#7AA6DCFF"
10559,116,"#0073C2FF"
39988,445,"#EFC000FF"
39989,488,"#003C67FF"
39990,116,"#0073C2FF"
39992,1406,"#7AA6DCFF"
39993,445,"#EFC000FF"
39994,165,"#CD534CFF"
23885,116,"#0073C2FF"
19678,165,"#CD534CFF"
39995,165,"#CD534CFF"
8680,165,"#CD534CFF"
39996,445,"#EFC000FF"
39997,165,"#CD534CFF"
39998,182,"#868686FF"
39999,1406,"#7AA6DCFF"
22178,182,"#868686FF"
40000,533,"#8F7700FF"
40001,533,"#8F7700FF"
13247,1406,"#7AA6DCFF"
40003,1406,"#7AA6DCFF"
18407,1022,"white"
40007,165,"#CD534CFF"
40008,445,"#EFC000FF"
40009,584,"#3B3B3BFF"
40010,165,"#CD534CFF"
40011,445,"#EFC000FF"
40012,381,"white"
8681,165,"#CD534CFF"
1445,584,"#3B3B3BFF"
40024,182,"#868686FF"
40025,445,"#EFC000FF"
3005,1406,"#7AA6DCFF"
40027,116,"#0073C2FF"
40029,116,"#0073C2FF"
40030,838,"white"
40031,533,"#8F7700FF"
35142,445,"#EFC000FF"
8773,445,"#EFC000FF"
40033,182,"#868686FF"
40034,533,"#8F7700FF"
37374,165,"#CD534CFF"
23892,116,"#0073C2FF"
40038,533,"#8F7700FF"
40039,956,"white"
453,165,"#CD534CFF"
40043,445,"#EFC000FF"
40044,165,"#CD534CFF"
40045,215,"#4A6990FF"
40046,116,"#0073C2FF"
34559,1406,"#7AA6DCFF"
40048,445,"#EFC000FF"
13406,584,"#3B3B3BFF"
40049,182,"#868686FF"
19262,394,"white"
40055,182,"#868686FF"
40056,488,"#003C67FF"
40059,533,"#8F7700FF"
3008,445,"#EFC000FF"
992,165,"#CD534CFF"
40061,1406,"#7AA6DCFF"
13407,182,"#868686FF"
33742,165,"#CD534CFF"
40062,957,"white"
40064,165,"#CD534CFF"
40065,182,"#868686FF"
40066,445,"#EFC000FF"
40067,445,"#EFC000FF"
40070,1127,"white"
40071,958,"white"
23896,116,"#0073C2FF"
40073,1406,"#7AA6DCFF"
40074,959,"white"
17399,182,"#868686FF"
34606,165,"#CD534CFF"
23898,116,"#0073C2FF"
40083,445,"#EFC000FF"
22575,116,"#0073C2FF"
40084,445,"#EFC000FF"
40085,264,"white"
40086,960,"white"
37684,445,"#EFC000FF"
8223,165,"#CD534CFF"
40088,445,"#EFC000FF"
9244,445,"#EFC000FF"
40089,60,"white"
23900,116,"#0073C2FF"
12892,61,"white"
40092,182,"#868686FF"
40093,182,"#868686FF"
23902,182,"#868686FF"
20201,182,"#868686FF"
40097,165,"#CD534CFF"
40098,445,"#EFC000FF"
35437,488,"#003C67FF"
40099,165,"#CD534CFF"
40100,165,"#CD534CFF"
40101,182,"#868686FF"
40102,533,"#8F7700FF"
40103,116,"#0073C2FF"
15277,182,"#868686FF"
40104,961,"white"
40106,138,"#A73030FF"
14823,116,"#0073C2FF"
40126,182,"#868686FF"
40127,62,"white"
9284,165,"#CD534CFF"
40128,445,"#EFC000FF"
40129,138,"#A73030FF"
40130,138,"#A73030FF"
40131,445,"#EFC000FF"
40132,165,"#CD534CFF"
37510,116,"#0073C2FF"
40133,182,"#868686FF"
1651,116,"#0073C2FF"
40134,165,"#CD534CFF"
20202,182,"#868686FF"
3015,1406,"#7AA6DCFF"
40135,445,"#EFC000FF"
40136,445,"#EFC000FF"
40137,445,"#EFC000FF"
40138,533,"#8F7700FF"
10493,182,"#868686FF"
40314,165,"#CD534CFF"
16186,215,"#4A6990FF"
40315,182,"#868686FF"
40316,1096,"white"
12220,165,"#CD534CFF"
40319,182,"#868686FF"
40320,182,"#868686FF"
40321,182,"#868686FF"
16187,215,"#4A6990FF"
33743,182,"#868686FF"
40322,962,"white"
40324,1406,"#7AA6DCFF"
40326,1406,"#7AA6DCFF"
40327,848,"white"
23909,116,"#0073C2FF"
40329,584,"#3B3B3BFF"
40330,488,"#003C67FF"
40331,182,"#868686FF"
40332,215,"#4A6990FF"
40333,182,"#868686FF"
40334,445,"#EFC000FF"
40335,533,"#8F7700FF"
40336,1127,"white"
40339,445,"#EFC000FF"
40340,1406,"#7AA6DCFF"
8774,445,"#EFC000FF"
16188,215,"#4A6990FF"
11311,445,"#EFC000FF"
40342,165,"#CD534CFF"
37248,488,"#003C67FF"
40343,116,"#0073C2FF"
13008,445,"#EFC000FF"
40344,963,"white"
40346,445,"#EFC000FF"
40347,182,"#868686FF"
40348,445,"#EFC000FF"
40349,116,"#0073C2FF"
40351,116,"#0073C2FF"
40352,964,"white"
19457,116,"#0073C2FF"
40354,165,"#CD534CFF"
8775,445,"#EFC000FF"
20203,165,"#CD534CFF"
40355,584,"#3B3B3BFF"
23913,116,"#0073C2FF"
40356,445,"#EFC000FF"
16189,215,"#4A6990FF"
3018,1406,"#7AA6DCFF"
23244,116,"#0073C2FF"
40357,445,"#EFC000FF"
35438,488,"#003C67FF"
9285,165,"#CD534CFF"
40363,215,"#4A6990FF"
947,138,"#A73030FF"
40364,445,"#EFC000FF"
40367,445,"#EFC000FF"
40368,533,"#8F7700FF"
15394,584,"#3B3B3BFF"
40369,182,"#868686FF"
40370,965,"white"
40374,138,"#A73030FF"
40375,445,"#EFC000FF"
40376,182,"#868686FF"
40377,182,"#868686FF"
40378,533,"#8F7700FF"
40379,182,"#868686FF"
3021,182,"#868686FF"
40380,165,"#CD534CFF"
3023,1406,"#7AA6DCFF"
40381,116,"#0073C2FF"
40382,445,"#EFC000FF"
40383,182,"#868686FF"
40384,671,"white"
40385,394,"white"
40386,445,"#EFC000FF"
219,116,"#0073C2FF"
17483,445,"#EFC000FF"
35144,584,"#3B3B3BFF"
40390,165,"#CD534CFF"
40395,966,"white"
40397,182,"#868686FF"
40398,165,"#CD534CFF"
40399,533,"#8F7700FF"
40400,63,"white"
40401,182,"#868686FF"
3025,1406,"#7AA6DCFF"
23919,116,"#0073C2FF"
40402,138,"#A73030FF"
40403,445,"#EFC000FF"
40404,165,"#CD534CFF"
1267,445,"#EFC000FF"
40405,165,"#CD534CFF"
610,165,"#CD534CFF"
40420,138,"#A73030FF"
40421,1406,"#7AA6DCFF"
17940,165,"#CD534CFF"
40423,838,"white"
40424,116,"#0073C2FF"
23921,116,"#0073C2FF"
38696,967,"white"
40427,165,"#CD534CFF"
23923,116,"#0073C2FF"
40429,1406,"#7AA6DCFF"
3027,1406,"#7AA6DCFF"
40431,182,"#868686FF"
40432,182,"#868686FF"
40433,182,"#868686FF"
3028,1406,"#7AA6DCFF"
40434,138,"#A73030FF"
11781,445,"#EFC000FF"
40449,182,"#868686FF"
40450,1406,"#7AA6DCFF"
40453,445,"#EFC000FF"
8406,1406,"#7AA6DCFF"
40455,182,"#868686FF"
40456,116,"#0073C2FF"
1652,116,"#0073C2FF"
40457,445,"#EFC000FF"
18540,116,"#0073C2FF"
40458,445,"#EFC000FF"
23929,116,"#0073C2FF"
10560,116,"#0073C2FF"
9886,445,"#EFC000FF"
1268,445,"#EFC000FF"
40461,165,"#CD534CFF"
40462,1162,"white"
14036,165,"#CD534CFF"
40464,968,"white"
40139,182,"#868686FF"
18882,116,"#0073C2FF"
40467,445,"#EFC000FF"
40468,445,"#EFC000FF"
34767,182,"#868686FF"
40470,584,"#3B3B3BFF"
23932,445,"#EFC000FF"
40471,182,"#868686FF"
40472,165,"#CD534CFF"
40473,138,"#A73030FF"
964,64,"white"
23933,116,"#0073C2FF"
40476,182,"#868686FF"
40477,445,"#EFC000FF"
40482,488,"#003C67FF"
40483,488,"#003C67FF"
33744,165,"#CD534CFF"
40484,138,"#A73030FF"
40485,138,"#A73030FF"
40486,445,"#EFC000FF"
40487,488,"#003C67FF"
40488,969,"white"
40490,488,"#003C67FF"
40491,533,"#8F7700FF"
23936,116,"#0073C2FF"
40492,445,"#EFC000FF"
13623,165,"#CD534CFF"
40493,488,"#003C67FF"
34621,165,"#CD534CFF"
15520,165,"#CD534CFF"
23937,116,"#0073C2FF"
40495,182,"#868686FF"
40496,445,"#EFC000FF"
15822,848,"white"
12013,116,"#0073C2FF"
40538,116,"#0073C2FF"
40539,838,"white"
40540,165,"#CD534CFF"
3032,1406,"#7AA6DCFF"
40543,533,"#8F7700FF"
220,116,"#0073C2FF"
13837,116,"#0073C2FF"
10904,584,"#3B3B3BFF"
12790,116,"#0073C2FF"
40571,165,"#CD534CFF"
40572,182,"#868686FF"
40573,445,"#EFC000FF"
40574,584,"#3B3B3BFF"
40575,533,"#8F7700FF"
40576,138,"#A73030FF"
15813,445,"#EFC000FF"
40577,182,"#868686FF"
23943,445,"#EFC000FF"
40578,215,"#4A6990FF"
40580,488,"#003C67FF"
23944,116,"#0073C2FF"
40581,445,"#EFC000FF"
40582,182,"#868686FF"
20204,182,"#868686FF"
1653,116,"#0073C2FF"
23945,116,"#0073C2FF"
40594,165,"#CD534CFF"
40597,445,"#EFC000FF"
9887,445,"#EFC000FF"
40598,65,"white"
9286,165,"#CD534CFF"
40600,445,"#EFC000FF"
40601,165,"#CD534CFF"
33745,66,"white"
15147,215,"#4A6990FF"
40603,445,"#EFC000FF"
40604,584,"#3B3B3BFF"
40605,445,"#EFC000FF"
40606,182,"#868686FF"
3036,1406,"#7AA6DCFF"
40608,116,"#0073C2FF"
40609,165,"#CD534CFF"
3037,1406,"#7AA6DCFF"
16070,445,"#EFC000FF"
40613,533,"#8F7700FF"
40614,488,"#003C67FF"
40615,182,"#868686FF"
40616,445,"#EFC000FF"
1654,116,"#0073C2FF"
19458,182,"#868686FF"
18277,165,"#CD534CFF"
40620,116,"#0073C2FF"
36860,326,"white"
40622,533,"#8F7700FF"
3039,1406,"#7AA6DCFF"
40623,182,"#868686FF"
40624,116,"#0073C2FF"
7895,445,"#EFC000FF"
38024,165,"#CD534CFF"
40635,165,"#CD534CFF"
14876,533,"#8F7700FF"
40636,445,"#EFC000FF"
2031,165,"#CD534CFF"
23948,116,"#0073C2FF"
40637,970,"white"
40641,182,"#868686FF"
40642,926,"white"
33193,445,"#EFC000FF"
8224,165,"#CD534CFF"
40644,445,"#EFC000FF"
22735,584,"#3B3B3BFF"
40645,116,"#0073C2FF"
441,584,"#3B3B3BFF"
13250,445,"#EFC000FF"
41228,445,"#EFC000FF"
41229,445,"#EFC000FF"
41230,138,"#A73030FF"
9888,445,"#EFC000FF"
41235,313,"white"
41237,488,"#003C67FF"
41238,533,"#8F7700FF"
41239,533,"#8F7700FF"
41240,116,"#0073C2FF"
41241,138,"#A73030FF"
18051,445,"#EFC000FF"
20004,445,"#EFC000FF"
23953,116,"#0073C2FF"
41242,794,"white"
41246,165,"#CD534CFF"
9889,445,"#EFC000FF"
41247,533,"#8F7700FF"
41248,445,"#EFC000FF"
41249,488,"#003C67FF"
1544,445,"#EFC000FF"
10905,182,"#868686FF"
41254,533,"#8F7700FF"
41255,445,"#EFC000FF"
41256,971,"white"
41258,182,"#868686FF"
41259,138,"#A73030FF"
17895,182,"#868686FF"
41262,1406,"#7AA6DCFF"
41265,445,"#EFC000FF"
33746,165,"#CD534CFF"
41266,445,"#EFC000FF"
3042,1406,"#7AA6DCFF"
41267,215,"#4A6990FF"
41268,182,"#868686FF"
3043,1406,"#7AA6DCFF"
221,116,"#0073C2FF"
41269,445,"#EFC000FF"
41271,972,"white"
20205,182,"#868686FF"
41273,182,"#868686FF"
585,445,"#EFC000FF"
41274,973,"white"
23960,116,"#0073C2FF"
41276,533,"#8F7700FF"
18603,165,"#CD534CFF"
33076,116,"#0073C2FF"
11798,116,"#0073C2FF"
41281,974,"white"
41283,165,"#CD534CFF"
38025,165,"#CD534CFF"
41284,838,"white"
41285,165,"#CD534CFF"
41286,445,"#EFC000FF"
41287,445,"#EFC000FF"
13699,1406,"#7AA6DCFF"
41289,182,"#868686FF"
23963,116,"#0073C2FF"
41291,975,"white"
41293,1406,"#7AA6DCFF"
18604,165,"#CD534CFF"
14851,1250,"white"
41296,165,"#CD534CFF"
41298,182,"#868686FF"
41299,976,"white"
1655,116,"#0073C2FF"
41302,1024,"white"
23967,116,"#0073C2FF"
41304,165,"#CD534CFF"
41305,977,"white"
3050,1406,"#7AA6DCFF"
11799,116,"#0073C2FF"
41318,182,"#868686FF"
22950,182,"#868686FF"
41319,182,"#868686FF"
41320,1250,"white"
41321,1406,"#7AA6DCFF"
41323,138,"#A73030FF"
23969,116,"#0073C2FF"
41325,445,"#EFC000FF"
1952,165,"#CD534CFF"
41340,533,"#8F7700FF"
41341,182,"#868686FF"
17073,445,"#EFC000FF"
41342,445,"#EFC000FF"
23971,116,"#0073C2FF"
41344,445,"#EFC000FF"
41345,445,"#EFC000FF"
41346,138,"#A73030FF"
13253,1406,"#7AA6DCFF"
37295,182,"#868686FF"
15842,445,"#EFC000FF"
41350,445,"#EFC000FF"
41351,1127,"white"
9890,445,"#EFC000FF"
22841,1406,"#7AA6DCFF"
41353,445,"#EFC000FF"
40047,1406,"#7AA6DCFF"
41354,165,"#CD534CFF"
17729,445,"#EFC000FF"
11738,750,"white"
41357,182,"#868686FF"
41359,445,"#EFC000FF"
41360,165,"#CD534CFF"
34717,165,"#CD534CFF"
41362,165,"#CD534CFF"
41364,978,"white"
41366,1406,"#7AA6DCFF"
41367,488,"#003C67FF"
41368,138,"#A73030FF"
41369,445,"#EFC000FF"
41370,533,"#8F7700FF"
23976,116,"#0073C2FF"
41371,138,"#A73030FF"
41372,1128,"white"
38137,165,"#CD534CFF"
41373,848,"white"
41375,1406,"#7AA6DCFF"
41376,979,"white"
41378,165,"#CD534CFF"
11843,165,"#CD534CFF"
36749,165,"#CD534CFF"
3053,1406,"#7AA6DCFF"
41381,445,"#EFC000FF"
41382,445,"#EFC000FF"
41383,445,"#EFC000FF"
1252,445,"#EFC000FF"
41394,165,"#CD534CFF"
38102,182,"#868686FF"
34447,445,"#EFC000FF"
23979,116,"#0073C2FF"
41395,838,"white"
41396,445,"#EFC000FF"
41397,182,"#868686FF"
23980,116,"#0073C2FF"
41398,182,"#868686FF"
41399,138,"#A73030FF"
16191,215,"#4A6990FF"
22670,165,"#CD534CFF"
41401,215,"#4A6990FF"
10374,116,"#0073C2FF"
41402,182,"#868686FF"
41403,165,"#CD534CFF"
41407,138,"#A73030FF"
34490,67,"white"
14877,533,"#8F7700FF"
3058,1406,"#7AA6DCFF"
41413,445,"#EFC000FF"
41414,138,"#A73030FF"
38990,116,"#0073C2FF"
41415,848,"white"
23984,116,"#0073C2FF"
39950,445,"#EFC000FF"
36636,116,"#0073C2FF"
41418,445,"#EFC000FF"
41419,182,"#868686FF"
10991,533,"#8F7700FF"
41449,488,"#003C67FF"
23986,116,"#0073C2FF"
41450,445,"#EFC000FF"
37685,445,"#EFC000FF"
22299,215,"#4A6990FF"
41452,1024,"white"
41453,165,"#CD534CFF"
41454,1406,"#7AA6DCFF"
3061,1406,"#7AA6DCFF"
23988,116,"#0073C2FF"
8030,165,"#CD534CFF"
41465,215,"#4A6990FF"
41466,165,"#CD534CFF"
41467,182,"#868686FF"
39513,1343,"white"
41468,445,"#EFC000FF"
41469,445,"#EFC000FF"
3062,1406,"#7AA6DCFF"
2063,445,"#EFC000FF"
38479,165,"#CD534CFF"
222,116,"#0073C2FF"
41479,445,"#EFC000FF"
41480,340,"white"
41482,182,"#868686FF"
17357,1127,"white"
23993,116,"#0073C2FF"
11059,138,"#A73030FF"
41486,980,"white"
41488,981,"white"
12689,445,"#EFC000FF"
41490,182,"#868686FF"
41491,445,"#EFC000FF"
41492,138,"#A73030FF"
23995,116,"#0073C2FF"
41493,445,"#EFC000FF"
33747,165,"#CD534CFF"
41494,215,"#4A6990FF"
41495,445,"#EFC000FF"
41496,533,"#8F7700FF"
14970,116,"#0073C2FF"
39882,165,"#CD534CFF"
41498,445,"#EFC000FF"
41499,445,"#EFC000FF"
41501,533,"#8F7700FF"
41502,533,"#8F7700FF"
23996,116,"#0073C2FF"
41503,1406,"#7AA6DCFF"
41504,116,"#0073C2FF"
