"vertex","cluster","color"
17847,1346,"#8F7700FF"
17850,1346,"#8F7700FF"
17852,977,"#0073C2FF"
17853,977,"#0073C2FF"
17854,977,"#0073C2FF"
17857,977,"#0073C2FF"
17859,977,"#0073C2FF"
17861,977,"#0073C2FF"
17873,977,"#0073C2FF"
17874,977,"#0073C2FF"
17876,977,"#0073C2FF"
17882,977,"#0073C2FF"
17886,977,"#0073C2FF"
17888,977,"#0073C2FF"
17889,977,"#0073C2FF"
17893,977,"#0073C2FF"
17897,977,"#0073C2FF"
17902,977,"#0073C2FF"
17903,977,"#0073C2FF"
17907,977,"#0073C2FF"
17913,977,"#0073C2FF"
17915,977,"#0073C2FF"
17918,977,"#0073C2FF"
17920,977,"#0073C2FF"
17921,977,"#0073C2FF"
17923,977,"#0073C2FF"
17925,977,"#0073C2FF"
17926,977,"#0073C2FF"
17928,977,"#0073C2FF"
17929,977,"#0073C2FF"
17931,977,"#0073C2FF"
17932,1346,"#8F7700FF"
17934,977,"#0073C2FF"
17937,977,"#0073C2FF"
17938,977,"#0073C2FF"
17941,977,"#0073C2FF"
17942,977,"#0073C2FF"
17946,977,"#0073C2FF"
17948,977,"#0073C2FF"
17950,977,"#0073C2FF"
17951,977,"#0073C2FF"
17954,977,"#0073C2FF"
17955,977,"#0073C2FF"
17957,977,"#0073C2FF"
17958,977,"#0073C2FF"
17961,977,"#0073C2FF"
17966,977,"#0073C2FF"
17968,977,"#0073C2FF"
17972,977,"#0073C2FF"
17973,977,"#0073C2FF"
17974,2170,"white"
17976,977,"#0073C2FF"
17978,977,"#0073C2FF"
17980,977,"#0073C2FF"
17981,977,"#0073C2FF"
17982,977,"#0073C2FF"
17983,977,"#0073C2FF"
17985,977,"#0073C2FF"
17986,977,"#0073C2FF"
17987,977,"#0073C2FF"
17988,977,"#0073C2FF"
17990,977,"#0073C2FF"
17992,977,"#0073C2FF"
17995,977,"#0073C2FF"
17996,977,"#0073C2FF"
17997,977,"#0073C2FF"
17998,977,"#0073C2FF"
17999,1789,"#003C67FF"
18000,977,"#0073C2FF"
18001,977,"#0073C2FF"
18002,977,"#0073C2FF"
18003,977,"#0073C2FF"
18004,977,"#0073C2FF"
18005,977,"#0073C2FF"
18006,1346,"#8F7700FF"
18009,977,"#0073C2FF"
18010,977,"#0073C2FF"
18011,977,"#0073C2FF"
18012,977,"#0073C2FF"
18013,977,"#0073C2FF"
18015,977,"#0073C2FF"
18016,977,"#0073C2FF"
18017,1076,"white"
18018,977,"#0073C2FF"
18019,977,"#0073C2FF"
18020,977,"#0073C2FF"
18021,977,"#0073C2FF"
18022,977,"#0073C2FF"
18040,1407,"#3B3B3BFF"
18051,418,"#EFC000FF"
18052,418,"#EFC000FF"
18054,1306,"#CD534CFF"
18060,1572,"white"
18065,1572,"white"
18066,1572,"white"
18067,1572,"white"
18068,1572,"white"
18069,1572,"white"
18074,1556,"white"
18076,1557,"white"
18079,1346,"#8F7700FF"
18081,214,"white"
18082,214,"white"
18084,1789,"#003C67FF"
18090,1789,"#003C67FF"
18098,977,"#0073C2FF"
18100,1185,"#4A6990FF"
18107,1558,"white"
18115,1789,"#003C67FF"
18150,1789,"#003C67FF"
18152,1789,"#003C67FF"
18156,1789,"#003C67FF"
18157,1789,"#003C67FF"
18163,1789,"#003C67FF"
18165,1789,"#003C67FF"
18171,1789,"#003C67FF"
18173,1789,"#003C67FF"
18176,1789,"#003C67FF"
18186,1789,"#003C67FF"
18198,1789,"#003C67FF"
18213,1789,"#003C67FF"
18214,1789,"#003C67FF"
18220,1789,"#003C67FF"
18224,1789,"#003C67FF"
18232,1789,"#003C67FF"
18235,1789,"#003C67FF"
18237,1789,"#003C67FF"
18238,1789,"#003C67FF"
18241,418,"#EFC000FF"
18244,1789,"#003C67FF"
18246,1789,"#003C67FF"
18258,1789,"#003C67FF"
18265,1789,"#003C67FF"
18267,1185,"#4A6990FF"
18275,1789,"#003C67FF"
18276,1789,"#003C67FF"
18277,1789,"#003C67FF"
18280,1789,"#003C67FF"
18285,1789,"#003C67FF"
18288,1789,"#003C67FF"
18289,1789,"#003C67FF"
18292,1789,"#003C67FF"
18308,1789,"#003C67FF"
18312,1789,"#003C67FF"
18316,1789,"#003C67FF"
18321,1789,"#003C67FF"
18323,1789,"#003C67FF"
18330,1789,"#003C67FF"
18331,1789,"#003C67FF"
18332,1789,"#003C67FF"
18334,1789,"#003C67FF"
18335,1789,"#003C67FF"
18338,1789,"#003C67FF"
18339,1789,"#003C67FF"
18341,1789,"#003C67FF"
18342,1789,"#003C67FF"
18343,1789,"#003C67FF"
18348,1789,"#003C67FF"
18350,1789,"#003C67FF"
18351,1789,"#003C67FF"
18352,1789,"#003C67FF"
18354,1789,"#003C67FF"
18355,1789,"#003C67FF"
18356,1789,"#003C67FF"
18357,1789,"#003C67FF"
18358,1789,"#003C67FF"
18361,1789,"#003C67FF"
18363,1789,"#003C67FF"
18366,1789,"#003C67FF"
18370,1789,"#003C67FF"
18373,1789,"#003C67FF"
18374,1789,"#003C67FF"
18375,1789,"#003C67FF"
18376,1789,"#003C67FF"
18377,1789,"#003C67FF"
18378,1789,"#003C67FF"
18379,1789,"#003C67FF"
18380,1789,"#003C67FF"
18382,1789,"#003C67FF"
18383,1789,"#003C67FF"
18384,1789,"#003C67FF"
18389,1559,"white"
18392,1346,"#8F7700FF"
18395,1306,"#CD534CFF"
18417,1789,"#003C67FF"
18418,1789,"#003C67FF"
18419,1884,"white"
18424,1884,"white"
18425,1884,"white"
18426,1884,"white"
18428,1884,"white"
18429,1884,"white"
18430,1884,"white"
18431,1884,"white"
18432,1789,"#003C67FF"
18433,1884,"white"
18435,1884,"white"
18438,1346,"#8F7700FF"
18441,1572,"white"
18443,1572,"white"
18444,1572,"white"
18446,1572,"white"
18447,1572,"white"
18448,1572,"white"
18449,1572,"white"
18450,1572,"white"
18453,977,"#0073C2FF"
18454,977,"#0073C2FF"
18455,977,"#0073C2FF"
18457,977,"#0073C2FF"
18463,1560,"white"
18474,903,"#868686FF"
18475,1407,"#3B3B3BFF"
18479,1561,"white"
18488,1789,"#003C67FF"
18496,1346,"#8F7700FF"
18497,1346,"#8F7700FF"
18498,1346,"#8F7700FF"
18505,977,"#0073C2FF"
18506,903,"#868686FF"
18523,1306,"#CD534CFF"
18524,1306,"#CD534CFF"
18526,1306,"#CD534CFF"
18541,977,"#0073C2FF"
18552,1562,"white"
18574,1750,"#7AA6DCFF"
18575,1750,"#7AA6DCFF"
18577,1750,"#7AA6DCFF"
18584,783,"white"
18588,977,"#0073C2FF"
18589,977,"#0073C2FF"
18598,1306,"#CD534CFF"
18599,1306,"#CD534CFF"
18600,1306,"#CD534CFF"
18601,1306,"#CD534CFF"
18602,1306,"#CD534CFF"
18603,1306,"#CD534CFF"
18605,1306,"#CD534CFF"
18606,418,"#EFC000FF"
18607,1306,"#CD534CFF"
18608,1306,"#CD534CFF"
18609,1306,"#CD534CFF"
18614,1049,"white"
18625,1346,"#8F7700FF"
18629,1346,"#8F7700FF"
18632,1346,"#8F7700FF"
18634,1346,"#8F7700FF"
18635,1346,"#8F7700FF"
18636,1346,"#8F7700FF"
18638,418,"#EFC000FF"
18639,1346,"#8F7700FF"
18641,418,"#EFC000FF"
18642,2390,"white"
18643,418,"#EFC000FF"
18646,1563,"white"
18649,1564,"white"
18665,1346,"#8F7700FF"
18666,1346,"#8F7700FF"
18667,1346,"#8F7700FF"
18668,1346,"#8F7700FF"
18669,1346,"#8F7700FF"
18670,1346,"#8F7700FF"
18671,1346,"#8F7700FF"
18680,418,"#EFC000FF"
18702,1565,"white"
18707,2390,"white"
18709,2390,"white"
18710,2390,"white"
18711,1750,"#7AA6DCFF"
18723,2390,"white"
18755,1750,"#7AA6DCFF"
18756,1750,"#7AA6DCFF"
18757,1750,"#7AA6DCFF"
18759,1750,"#7AA6DCFF"
18768,1306,"#CD534CFF"
18770,1566,"white"
18773,1567,"white"
18774,1346,"#8F7700FF"
18777,1346,"#8F7700FF"
18780,1346,"#8F7700FF"
18781,1346,"#8F7700FF"
18782,1346,"#8F7700FF"
18785,1346,"#8F7700FF"
18786,1346,"#8F7700FF"
18792,1346,"#8F7700FF"
18793,1346,"#8F7700FF"
18794,1346,"#8F7700FF"
18797,1346,"#8F7700FF"
18798,1346,"#8F7700FF"
18800,1346,"#8F7700FF"
18801,1346,"#8F7700FF"
18802,1346,"#8F7700FF"
18803,1346,"#8F7700FF"
18804,1346,"#8F7700FF"
18805,1346,"#8F7700FF"
18806,1346,"#8F7700FF"
18808,1346,"#8F7700FF"
18809,1346,"#8F7700FF"
18810,1346,"#8F7700FF"
18811,1346,"#8F7700FF"
18813,1346,"#8F7700FF"
18814,1346,"#8F7700FF"
18815,1346,"#8F7700FF"
18816,1346,"#8F7700FF"
18817,1346,"#8F7700FF"
18818,1346,"#8F7700FF"
18820,1346,"#8F7700FF"
18821,1306,"#CD534CFF"
18822,977,"#0073C2FF"
18823,1346,"#8F7700FF"
18824,1346,"#8F7700FF"
18825,1346,"#8F7700FF"
18826,1346,"#8F7700FF"
18828,1320,"white"
18829,1320,"white"
18830,1320,"white"
18831,1320,"white"
18832,1320,"white"
18833,977,"#0073C2FF"
18834,1320,"white"
18835,1320,"white"
18836,1320,"white"
18837,1320,"white"
18838,1320,"white"
18839,1320,"white"
18842,1568,"white"
18847,977,"#0073C2FF"
18848,977,"#0073C2FF"
18849,977,"#0073C2FF"
18853,1407,"#3B3B3BFF"
18854,1407,"#3B3B3BFF"
18855,1407,"#3B3B3BFF"
18859,2390,"white"
18863,1569,"white"
18867,1570,"white"
18876,1407,"#3B3B3BFF"
18881,1306,"#CD534CFF"
18882,1306,"#CD534CFF"
18883,1306,"#CD534CFF"
18887,1306,"#CD534CFF"
18890,1306,"#CD534CFF"
18897,1346,"#8F7700FF"
18898,1346,"#8F7700FF"
18900,1750,"#7AA6DCFF"
18902,1750,"#7AA6DCFF"
18905,1750,"#7AA6DCFF"
18906,1750,"#7AA6DCFF"
18908,1750,"#7AA6DCFF"
18909,1750,"#7AA6DCFF"
18910,977,"#0073C2FF"
18911,903,"#868686FF"
18912,1750,"#7AA6DCFF"
18925,1571,"white"
18935,1346,"#8F7700FF"
18943,1573,"white"
18944,1573,"white"
18945,1573,"white"
18946,1573,"white"
18947,1573,"white"
18948,1573,"white"
18949,1573,"white"
18960,1306,"#CD534CFF"
18962,1306,"#CD534CFF"
18963,1306,"#CD534CFF"
18965,1306,"#CD534CFF"
18966,1306,"#CD534CFF"
18968,1306,"#CD534CFF"
18969,1306,"#CD534CFF"
18977,1346,"#8F7700FF"
18980,1346,"#8F7700FF"
18984,1346,"#8F7700FF"
18989,1346,"#8F7700FF"
18990,418,"#EFC000FF"
18997,1346,"#8F7700FF"
19008,1346,"#8F7700FF"
19009,1346,"#8F7700FF"
19010,418,"#EFC000FF"
19012,418,"#EFC000FF"
19014,1346,"#8F7700FF"
19017,418,"#EFC000FF"
19019,977,"#0073C2FF"
19026,1346,"#8F7700FF"
19029,418,"#EFC000FF"
19031,418,"#EFC000FF"
19032,1346,"#8F7700FF"
19034,418,"#EFC000FF"
19036,418,"#EFC000FF"
19038,418,"#EFC000FF"
19039,1789,"#003C67FF"
19041,418,"#EFC000FF"
19042,1346,"#8F7700FF"
19043,418,"#EFC000FF"
19044,418,"#EFC000FF"
19045,418,"#EFC000FF"
19047,418,"#EFC000FF"
19056,1789,"#003C67FF"
19058,1750,"#7AA6DCFF"
19060,1306,"#CD534CFF"
19064,1575,"white"
19076,1407,"#3B3B3BFF"
19094,1576,"white"
19106,1830,"white"
19107,903,"#868686FF"
19108,1830,"white"
19110,1830,"white"
19111,1830,"white"
19114,1830,"white"
19115,1830,"white"
19116,1830,"white"
19118,1830,"white"
19120,1830,"white"
19121,1830,"white"
19141,977,"#0073C2FF"
19144,977,"#0073C2FF"
19153,977,"#0073C2FF"
19157,418,"#EFC000FF"
19161,418,"#EFC000FF"
19174,418,"#EFC000FF"
19178,418,"#EFC000FF"
19179,418,"#EFC000FF"
19182,418,"#EFC000FF"
19188,1577,"white"
19190,1578,"white"
19195,1579,"white"
19196,1579,"white"
19197,1579,"white"
19210,1407,"#3B3B3BFF"
19211,1407,"#3B3B3BFF"
19213,1407,"#3B3B3BFF"
19214,1407,"#3B3B3BFF"
19220,1407,"#3B3B3BFF"
19221,1407,"#3B3B3BFF"
19222,1407,"#3B3B3BFF"
19223,1407,"#3B3B3BFF"
19224,1407,"#3B3B3BFF"
19225,977,"#0073C2FF"
19226,1407,"#3B3B3BFF"
19227,1407,"#3B3B3BFF"
19228,1407,"#3B3B3BFF"
19237,977,"#0073C2FF"
19238,977,"#0073C2FF"
19241,1789,"#003C67FF"
19242,1789,"#003C67FF"
19243,1789,"#003C67FF"
19244,1789,"#003C67FF"
19245,1789,"#003C67FF"
19246,1789,"#003C67FF"
19247,1789,"#003C67FF"
19248,1789,"#003C67FF"
19249,1789,"#003C67FF"
19250,1789,"#003C67FF"
19251,1789,"#003C67FF"
19252,1789,"#003C67FF"
19255,1789,"#003C67FF"
19256,1789,"#003C67FF"
19257,1789,"#003C67FF"
19259,1789,"#003C67FF"
19260,1789,"#003C67FF"
19262,1789,"#003C67FF"
19263,1789,"#003C67FF"
19264,1789,"#003C67FF"
19265,1789,"#003C67FF"
19267,1789,"#003C67FF"
19272,1789,"#003C67FF"
19275,1789,"#003C67FF"
19276,1789,"#003C67FF"
19278,1789,"#003C67FF"
19279,1789,"#003C67FF"
19280,1789,"#003C67FF"
19282,1789,"#003C67FF"
19283,1789,"#003C67FF"
19284,977,"#0073C2FF"
19285,1789,"#003C67FF"
19286,1789,"#003C67FF"
19287,1789,"#003C67FF"
19289,1789,"#003C67FF"
19290,1789,"#003C67FF"
19291,1789,"#003C67FF"
19292,1789,"#003C67FF"
19293,1789,"#003C67FF"
19294,1789,"#003C67FF"
19295,1789,"#003C67FF"
19296,1789,"#003C67FF"
19299,1750,"#7AA6DCFF"
19301,1791,"white"
19302,1791,"white"
19304,1791,"white"
19305,1791,"white"
19306,1791,"white"
19308,1791,"white"
19309,977,"#0073C2FF"
19310,1791,"white"
19312,977,"#0073C2FF"
19313,1791,"white"
19315,1791,"white"
19316,1791,"white"
19317,1791,"white"
19320,1580,"white"
19321,1580,"white"
19329,1346,"#8F7700FF"
19331,1346,"#8F7700FF"
19333,1346,"#8F7700FF"
19334,1346,"#8F7700FF"
19335,1346,"#8F7700FF"
19337,1346,"#8F7700FF"
19338,1346,"#8F7700FF"
19340,1346,"#8F7700FF"
19342,1346,"#8F7700FF"
19343,1346,"#8F7700FF"
19347,1346,"#8F7700FF"
19352,1346,"#8F7700FF"
19353,1346,"#8F7700FF"
19354,1346,"#8F7700FF"
19355,1346,"#8F7700FF"
19356,1346,"#8F7700FF"
19357,1346,"#8F7700FF"
19359,1346,"#8F7700FF"
19360,1346,"#8F7700FF"
19362,1346,"#8F7700FF"
19363,418,"#EFC000FF"
19365,1346,"#8F7700FF"
19366,1346,"#8F7700FF"
19367,1346,"#8F7700FF"
19368,1346,"#8F7700FF"
19369,1346,"#8F7700FF"
19370,1306,"#CD534CFF"
19371,1346,"#8F7700FF"
19372,418,"#EFC000FF"
19374,1346,"#8F7700FF"
19376,1346,"#8F7700FF"
19377,1346,"#8F7700FF"
19378,1306,"#CD534CFF"
19379,1346,"#8F7700FF"
19380,1346,"#8F7700FF"
19381,1346,"#8F7700FF"
19382,1346,"#8F7700FF"
19387,1346,"#8F7700FF"
19388,1346,"#8F7700FF"
19389,1306,"#CD534CFF"
19390,418,"#EFC000FF"
19391,1346,"#8F7700FF"
19392,1346,"#8F7700FF"
19393,1346,"#8F7700FF"
19394,1346,"#8F7700FF"
19395,1346,"#8F7700FF"
19396,1346,"#8F7700FF"
19397,1346,"#8F7700FF"
19398,1346,"#8F7700FF"
19399,418,"#EFC000FF"
19400,1346,"#8F7700FF"
19401,1346,"#8F7700FF"
19402,1306,"#CD534CFF"
19403,1306,"#CD534CFF"
19404,1306,"#CD534CFF"
19405,1306,"#CD534CFF"
19406,1306,"#CD534CFF"
19407,1346,"#8F7700FF"
19408,1185,"#4A6990FF"
19409,1346,"#8F7700FF"
19410,1346,"#8F7700FF"
19411,1346,"#8F7700FF"
19412,1346,"#8F7700FF"
19418,1581,"white"
19421,1582,"white"
19423,977,"#0073C2FF"
19424,977,"#0073C2FF"
19434,977,"#0073C2FF"
19446,418,"#EFC000FF"
19448,418,"#EFC000FF"
19449,977,"#0073C2FF"
19450,977,"#0073C2FF"
19451,977,"#0073C2FF"
19456,977,"#0073C2FF"
19457,418,"#EFC000FF"
19458,418,"#EFC000FF"
19459,418,"#EFC000FF"
19461,977,"#0073C2FF"
19462,418,"#EFC000FF"
19464,1583,"white"
19471,1584,"white"
19475,418,"#EFC000FF"
19481,1407,"#3B3B3BFF"
19483,1407,"#3B3B3BFF"
19484,1407,"#3B3B3BFF"
19486,1407,"#3B3B3BFF"
19490,977,"#0073C2FF"
19503,1346,"#8F7700FF"
19508,977,"#0073C2FF"
19509,977,"#0073C2FF"
19515,977,"#0073C2FF"
19523,977,"#0073C2FF"
19524,977,"#0073C2FF"
19530,977,"#0073C2FF"
19543,977,"#0073C2FF"
19544,977,"#0073C2FF"
19549,977,"#0073C2FF"
19554,977,"#0073C2FF"
19560,977,"#0073C2FF"
19565,977,"#0073C2FF"
19568,977,"#0073C2FF"
19569,977,"#0073C2FF"
19570,977,"#0073C2FF"
19572,1407,"#3B3B3BFF"
19578,977,"#0073C2FF"
19588,1789,"#003C67FF"
19591,977,"#0073C2FF"
19594,977,"#0073C2FF"
19609,977,"#0073C2FF"
19619,977,"#0073C2FF"
19620,903,"#868686FF"
19622,1789,"#003C67FF"
19623,977,"#0073C2FF"
19630,977,"#0073C2FF"
19633,977,"#0073C2FF"
19639,977,"#0073C2FF"
19640,977,"#0073C2FF"
19641,977,"#0073C2FF"
19644,2088,"white"
19645,418,"#EFC000FF"
19653,418,"#EFC000FF"
19658,977,"#0073C2FF"
19662,1789,"#003C67FF"
19666,977,"#0073C2FF"
19669,977,"#0073C2FF"
19673,977,"#0073C2FF"
19677,903,"#868686FF"
19688,1407,"#3B3B3BFF"
19690,418,"#EFC000FF"
19694,977,"#0073C2FF"
19696,977,"#0073C2FF"
19699,418,"#EFC000FF"
19700,977,"#0073C2FF"
19701,977,"#0073C2FF"
19702,977,"#0073C2FF"
19703,418,"#EFC000FF"
19708,903,"#868686FF"
19710,977,"#0073C2FF"
19715,977,"#0073C2FF"
19717,977,"#0073C2FF"
19718,977,"#0073C2FF"
19719,977,"#0073C2FF"
19720,977,"#0073C2FF"
19721,977,"#0073C2FF"
19722,418,"#EFC000FF"
19724,977,"#0073C2FF"
19725,1789,"#003C67FF"
19726,977,"#0073C2FF"
19727,977,"#0073C2FF"
19730,977,"#0073C2FF"
19731,418,"#EFC000FF"
19732,977,"#0073C2FF"
19735,977,"#0073C2FF"
19736,977,"#0073C2FF"
19737,1185,"#4A6990FF"
19739,977,"#0073C2FF"
19741,977,"#0073C2FF"
19746,977,"#0073C2FF"
19748,903,"#868686FF"
19750,977,"#0073C2FF"
19752,977,"#0073C2FF"
19753,977,"#0073C2FF"
19756,977,"#0073C2FF"
19757,977,"#0073C2FF"
19760,977,"#0073C2FF"
19764,418,"#EFC000FF"
19767,977,"#0073C2FF"
19769,418,"#EFC000FF"
19770,418,"#EFC000FF"
19771,977,"#0073C2FF"
19772,903,"#868686FF"
19774,977,"#0073C2FF"
19775,977,"#0073C2FF"
19776,903,"#868686FF"
19777,418,"#EFC000FF"
19778,418,"#EFC000FF"
19779,418,"#EFC000FF"
19780,418,"#EFC000FF"
19781,418,"#EFC000FF"
19782,418,"#EFC000FF"
19784,1346,"#8F7700FF"
19788,1791,"white"
19789,1789,"#003C67FF"
19791,1407,"#3B3B3BFF"
19798,1346,"#8F7700FF"
19801,1346,"#8F7700FF"
19802,1346,"#8F7700FF"
19803,1346,"#8F7700FF"
19804,1346,"#8F7700FF"
19805,1346,"#8F7700FF"
19806,1346,"#8F7700FF"
19807,1346,"#8F7700FF"
19811,1185,"#4A6990FF"
19812,1346,"#8F7700FF"
19814,1346,"#8F7700FF"
19815,1346,"#8F7700FF"
19818,1346,"#8F7700FF"
19819,1346,"#8F7700FF"
19823,1346,"#8F7700FF"
19824,1346,"#8F7700FF"
19825,1346,"#8F7700FF"
19826,1346,"#8F7700FF"
19827,1346,"#8F7700FF"
19828,1346,"#8F7700FF"
19829,1346,"#8F7700FF"
19830,1346,"#8F7700FF"
19831,1346,"#8F7700FF"
19832,1346,"#8F7700FF"
19833,1346,"#8F7700FF"
19834,1346,"#8F7700FF"
19835,1346,"#8F7700FF"
19836,1346,"#8F7700FF"
19838,1585,"white"
19840,1407,"#3B3B3BFF"
19841,1407,"#3B3B3BFF"
19842,1407,"#3B3B3BFF"
19843,1407,"#3B3B3BFF"
19845,1407,"#3B3B3BFF"
19849,1407,"#3B3B3BFF"
19852,1407,"#3B3B3BFF"
19853,1407,"#3B3B3BFF"
19855,1407,"#3B3B3BFF"
19857,1407,"#3B3B3BFF"
19858,1407,"#3B3B3BFF"
19861,1407,"#3B3B3BFF"
19862,1407,"#3B3B3BFF"
19866,1407,"#3B3B3BFF"
19867,1407,"#3B3B3BFF"
19869,1407,"#3B3B3BFF"
19870,1407,"#3B3B3BFF"
19871,1346,"#8F7700FF"
19872,1407,"#3B3B3BFF"
19873,1407,"#3B3B3BFF"
19874,1407,"#3B3B3BFF"
19877,1407,"#3B3B3BFF"
19881,1407,"#3B3B3BFF"
19882,1407,"#3B3B3BFF"
19883,1407,"#3B3B3BFF"
19884,903,"#868686FF"
19886,1407,"#3B3B3BFF"
19888,1407,"#3B3B3BFF"
19889,1407,"#3B3B3BFF"
19890,1407,"#3B3B3BFF"
19891,1407,"#3B3B3BFF"
19892,1407,"#3B3B3BFF"
19893,1407,"#3B3B3BFF"
19895,1407,"#3B3B3BFF"
19896,1407,"#3B3B3BFF"
19897,1407,"#3B3B3BFF"
19899,1407,"#3B3B3BFF"
19900,1407,"#3B3B3BFF"
19901,1407,"#3B3B3BFF"
19902,1407,"#3B3B3BFF"
19903,977,"#0073C2FF"
19904,1407,"#3B3B3BFF"
19905,977,"#0073C2FF"
19907,1407,"#3B3B3BFF"
19909,977,"#0073C2FF"
19911,1407,"#3B3B3BFF"
19914,977,"#0073C2FF"
19915,1407,"#3B3B3BFF"
19916,1407,"#3B3B3BFF"
19919,1320,"white"
19920,1320,"white"
19921,1320,"white"
19922,1320,"white"
19925,977,"#0073C2FF"
19926,977,"#0073C2FF"
19929,977,"#0073C2FF"
19931,977,"#0073C2FF"
19933,977,"#0073C2FF"
19935,977,"#0073C2FF"
19936,977,"#0073C2FF"
19937,1407,"#3B3B3BFF"
19938,977,"#0073C2FF"
19941,977,"#0073C2FF"
19944,977,"#0073C2FF"
19946,977,"#0073C2FF"
19948,977,"#0073C2FF"
19951,977,"#0073C2FF"
19954,977,"#0073C2FF"
19955,977,"#0073C2FF"
19956,977,"#0073C2FF"
19957,977,"#0073C2FF"
19959,1407,"#3B3B3BFF"
19960,977,"#0073C2FF"
19961,1346,"#8F7700FF"
19964,1346,"#8F7700FF"
19969,903,"#868686FF"
19970,1750,"#7AA6DCFF"
19971,977,"#0073C2FF"
19976,418,"#EFC000FF"
19977,977,"#0073C2FF"
19978,977,"#0073C2FF"
19979,977,"#0073C2FF"
19980,1407,"#3B3B3BFF"
19982,977,"#0073C2FF"
19985,1532,"white"
19987,1407,"#3B3B3BFF"
19989,1076,"white"
19990,977,"#0073C2FF"
19991,977,"#0073C2FF"
19992,977,"#0073C2FF"
19993,418,"#EFC000FF"
19994,418,"#EFC000FF"
19995,1346,"#8F7700FF"
19996,977,"#0073C2FF"
19997,977,"#0073C2FF"
19998,977,"#0073C2FF"
19999,977,"#0073C2FF"
20005,1750,"#7AA6DCFF"
20007,977,"#0073C2FF"
20010,1586,"white"
20017,1789,"#003C67FF"
20019,1346,"#8F7700FF"
20021,213,"white"
20024,903,"#868686FF"
20038,903,"#868686FF"
20040,903,"#868686FF"
20041,903,"#868686FF"
20042,903,"#868686FF"
20054,903,"#868686FF"
20055,903,"#868686FF"
20057,903,"#868686FF"
20060,903,"#868686FF"
20062,903,"#868686FF"
20063,903,"#868686FF"
20064,903,"#868686FF"
20065,903,"#868686FF"
20084,1346,"#8F7700FF"
20097,1407,"#3B3B3BFF"
20100,977,"#0073C2FF"
20104,977,"#0073C2FF"
20106,977,"#0073C2FF"
20109,977,"#0073C2FF"
20110,1346,"#8F7700FF"
20111,1407,"#3B3B3BFF"
20112,418,"#EFC000FF"
20114,977,"#0073C2FF"
20115,977,"#0073C2FF"
20116,1346,"#8F7700FF"
20117,977,"#0073C2FF"
20118,418,"#EFC000FF"
20119,977,"#0073C2FF"
20120,1407,"#3B3B3BFF"
20128,977,"#0073C2FF"
20132,1750,"#7AA6DCFF"
20144,903,"#868686FF"
20146,1407,"#3B3B3BFF"
20148,903,"#868686FF"
20150,903,"#868686FF"
20152,903,"#868686FF"
20153,903,"#868686FF"
20154,903,"#868686FF"
20157,1407,"#3B3B3BFF"
20158,1407,"#3B3B3BFF"
20169,1587,"white"
20174,1407,"#3B3B3BFF"
20175,1407,"#3B3B3BFF"
20178,1407,"#3B3B3BFF"
20179,1407,"#3B3B3BFF"
20180,1407,"#3B3B3BFF"
20181,1407,"#3B3B3BFF"
20182,1407,"#3B3B3BFF"
20184,1750,"#7AA6DCFF"
20189,1750,"#7AA6DCFF"
20190,977,"#0073C2FF"
20191,977,"#0073C2FF"
20192,977,"#0073C2FF"
20193,977,"#0073C2FF"
20194,1465,"white"
20195,1465,"white"
20196,1465,"white"
20197,1465,"white"
20202,977,"#0073C2FF"
20208,977,"#0073C2FF"
20210,977,"#0073C2FF"
20213,977,"#0073C2FF"
20214,977,"#0073C2FF"
20215,977,"#0073C2FF"
20216,977,"#0073C2FF"
20218,977,"#0073C2FF"
20221,977,"#0073C2FF"
20223,977,"#0073C2FF"
20224,977,"#0073C2FF"
20229,977,"#0073C2FF"
20230,977,"#0073C2FF"
20231,977,"#0073C2FF"
20232,977,"#0073C2FF"
20233,977,"#0073C2FF"
20234,977,"#0073C2FF"
20254,977,"#0073C2FF"
20281,977,"#0073C2FF"
20284,977,"#0073C2FF"
20285,977,"#0073C2FF"
20286,977,"#0073C2FF"
20292,977,"#0073C2FF"
20300,977,"#0073C2FF"
20303,1588,"white"
20307,2774,"white"
20311,1407,"#3B3B3BFF"
20313,1346,"#8F7700FF"
20321,1346,"#8F7700FF"
20322,1346,"#8F7700FF"
20325,1346,"#8F7700FF"
20326,1346,"#8F7700FF"
20327,1346,"#8F7700FF"
20328,1346,"#8F7700FF"
20329,1346,"#8F7700FF"
20330,1346,"#8F7700FF"
20331,1346,"#8F7700FF"
20335,1346,"#8F7700FF"
20337,1346,"#8F7700FF"
20342,1346,"#8F7700FF"
20344,977,"#0073C2FF"
20346,1346,"#8F7700FF"
20348,1346,"#8F7700FF"
20353,1346,"#8F7700FF"
20355,1346,"#8F7700FF"
20357,1346,"#8F7700FF"
20358,1346,"#8F7700FF"
20359,1346,"#8F7700FF"
20361,1346,"#8F7700FF"
20362,1346,"#8F7700FF"
20363,1346,"#8F7700FF"
20364,1346,"#8F7700FF"
20365,1346,"#8F7700FF"
20367,1346,"#8F7700FF"
20369,1346,"#8F7700FF"
20370,1346,"#8F7700FF"
20371,1346,"#8F7700FF"
20372,977,"#0073C2FF"
20373,1346,"#8F7700FF"
20374,1346,"#8F7700FF"
20381,2088,"white"
20382,2088,"white"
20383,2088,"white"
20385,1589,"white"
20393,977,"#0073C2FF"
20396,23,"white"
20397,23,"white"
20405,977,"#0073C2FF"
20411,977,"#0073C2FF"
