"","vertex","cluster","color"
"818",11940,638,"white"
"819",11942,116,"#0073C2FF"
"820",11960,182,"#868686FF"
"821",11961,488,"#003C67FF"
"822",11963,165,"#CD534CFF"
"823",9147,5,"white"
"824",11966,445,"#EFC000FF"
"825",11072,182,"#868686FF"
"826",11967,116,"#0073C2FF"
"827",11968,182,"#868686FF"
"828",11969,533,"#8F7700FF"
"829",11970,116,"#0073C2FF"
"830",11972,445,"#EFC000FF"
"831",11973,116,"#0073C2FF"
"832",11974,815,"white"
"833",11986,848,"white"
"834",2392,1406,"#7AA6DCFF"
"835",11989,165,"#CD534CFF"
"836",11990,639,"white"
"837",659,445,"#EFC000FF"
"838",2393,1406,"#7AA6DCFF"
"839",11992,182,"#868686FF"
"840",11994,838,"white"
"841",11997,445,"#EFC000FF"
"842",200,116,"#0073C2FF"
"843",12066,116,"#0073C2FF"
"844",12067,182,"#868686FF"
"845",12068,165,"#CD534CFF"
"846",12070,182,"#868686FF"
"847",12071,116,"#0073C2FF"
"848",2394,1406,"#7AA6DCFF"
"849",11237,445,"#EFC000FF"
"850",12073,584,"#3B3B3BFF"
"851",12074,116,"#0073C2FF"
"852",2395,1406,"#7AA6DCFF"
"853",9199,488,"#003C67FF"
"854",12076,165,"#CD534CFF"
"855",12079,488,"#003C67FF"
"856",12127,182,"#868686FF"
"857",12129,182,"#868686FF"
"858",12130,640,"white"
"859",12132,182,"#868686FF"
"860",12133,445,"#EFC000FF"
"861",201,116,"#0073C2FF"
"862",12136,116,"#0073C2FF"
"863",10213,445,"#EFC000FF"
"864",12138,445,"#EFC000FF"
"865",12139,584,"#3B3B3BFF"
"866",12140,116,"#0073C2FF"
"867",12141,182,"#868686FF"
"868",12142,445,"#EFC000FF"
"869",12143,584,"#3B3B3BFF"
"870",12144,848,"white"
"871",12146,445,"#EFC000FF"
"872",12147,1127,"white"
"873",12149,641,"white"
"874",2397,1406,"#7AA6DCFF"
"875",12152,838,"white"
"876",2398,1406,"#7AA6DCFF"
"877",12181,165,"#CD534CFF"
"878",12183,445,"#EFC000FF"
"879",12184,445,"#EFC000FF"
"880",12185,533,"#8F7700FF"
"881",12186,533,"#8F7700FF"
"882",12187,445,"#EFC000FF"
"883",12188,165,"#CD534CFF"
"884",12189,488,"#003C67FF"
"885",12191,848,"white"
"886",12193,445,"#EFC000FF"
"887",12195,445,"#EFC000FF"
"888",12201,239,"white"
"889",12207,116,"#0073C2FF"
"890",12208,116,"#0073C2FF"
"891",12209,445,"#EFC000FF"
"892",12210,533,"#8F7700FF"
"893",2399,1406,"#7AA6DCFF"
"894",2400,445,"#EFC000FF"
"895",12211,533,"#8F7700FF"
"896",12212,116,"#0073C2FF"
"897",12213,165,"#CD534CFF"
"898",8619,182,"#868686FF"
"899",12299,445,"#EFC000FF"
"900",12300,182,"#868686FF"
"901",12301,165,"#CD534CFF"
"902",12302,182,"#868686FF"
"903",12351,642,"white"
"904",12353,533,"#8F7700FF"
"905",12354,643,"white"
"906",12357,445,"#EFC000FF"
"907",12358,838,"white"
"908",12360,116,"#0073C2FF"
"909",12363,182,"#868686FF"
"910",12364,165,"#CD534CFF"
"911",12367,445,"#EFC000FF"
"912",12368,165,"#CD534CFF"
"913",12373,584,"#3B3B3BFF"
"914",12374,445,"#EFC000FF"
"915",2402,445,"#EFC000FF"
"916",12375,182,"#868686FF"
"917",2404,1406,"#7AA6DCFF"
"918",12376,445,"#EFC000FF"
"919",12377,1343,"white"
"920",12407,445,"#EFC000FF"
"921",12408,1406,"#7AA6DCFF"
"922",12413,116,"#0073C2FF"
"923",540,116,"#0073C2FF"
"924",12418,165,"#CD534CFF"
"925",12419,533,"#8F7700FF"
"926",11998,488,"#003C67FF"
"927",11238,445,"#EFC000FF"
"928",12423,165,"#CD534CFF"
"929",12424,116,"#0073C2FF"
"930",2215,445,"#EFC000FF"
"931",2405,1406,"#7AA6DCFF"
"932",12428,838,"white"
"933",12431,533,"#8F7700FF"
"934",12432,723,"white"
"935",12434,182,"#868686FF"
"936",12435,1128,"white"
"937",12440,182,"#868686FF"
"938",12441,445,"#EFC000FF"
"939",12409,1406,"#7AA6DCFF"
"940",12443,584,"#3B3B3BFF"
"941",12444,445,"#EFC000FF"
"942",2406,1406,"#7AA6DCFF"
"943",12445,445,"#EFC000FF"
"944",12456,165,"#CD534CFF"
"945",12457,644,"white"
"946",12459,182,"#868686FF"
"947",12467,182,"#868686FF"
"948",12468,584,"#3B3B3BFF"
"949",12469,182,"#868686FF"
"950",12471,533,"#8F7700FF"
"951",1837,533,"#8F7700FF"
"952",11999,116,"#0073C2FF"
"953",12660,182,"#868686FF"
"954",12661,116,"#0073C2FF"
"955",12662,533,"#8F7700FF"
"956",12663,6,"white"
"957",12414,116,"#0073C2FF"
"958",12686,182,"#868686FF"
"959",12687,445,"#EFC000FF"
"960",12691,533,"#8F7700FF"
"961",9253,165,"#CD534CFF"
"962",12694,116,"#0073C2FF"
"963",12697,645,"white"
"964",12700,848,"white"
"965",12702,533,"#8F7700FF"
"966",12703,116,"#0073C2FF"
"967",12706,533,"#8F7700FF"
"968",12709,445,"#EFC000FF"
"969",12710,182,"#868686FF"
"970",12711,445,"#EFC000FF"
"971",12712,182,"#868686FF"
"972",12713,1128,"white"
"973",12715,646,"white"
"974",12717,722,"white"
"975",12719,445,"#EFC000FF"
"976",12720,116,"#0073C2FF"
"977",12721,182,"#868686FF"
"978",12722,182,"#868686FF"
"979",12723,723,"white"
"980",12724,647,"white"
"981",12726,488,"#003C67FF"
"982",12728,116,"#0073C2FF"
"983",12729,116,"#0073C2FF"
"984",12730,165,"#CD534CFF"
"985",12731,165,"#CD534CFF"
"986",12732,182,"#868686FF"
"987",12733,182,"#868686FF"
"988",12734,533,"#8F7700FF"
"989",9254,165,"#CD534CFF"
"990",12737,445,"#EFC000FF"
"991",12738,165,"#CD534CFF"
"992",12739,1406,"#7AA6DCFF"
"993",12741,165,"#CD534CFF"
"994",12742,533,"#8F7700FF"
"995",12743,445,"#EFC000FF"
"996",12744,838,"white"
"997",12746,445,"#EFC000FF"
"998",12747,533,"#8F7700FF"
"999",12749,533,"#8F7700FF"
"1000",12750,215,"#4A6990FF"
"1001",12752,1406,"#7AA6DCFF"
"1002",12753,445,"#EFC000FF"
"1003",12754,445,"#EFC000FF"
"1004",12756,182,"#868686FF"
"1005",12758,648,"white"
"1006",12760,445,"#EFC000FF"
"1007",12761,488,"#003C67FF"
"1008",12762,445,"#EFC000FF"
"1009",12763,165,"#CD534CFF"
"1010",12764,182,"#868686FF"
"1011",969,215,"#4A6990FF"
"1012",12785,165,"#CD534CFF"
"1013",202,116,"#0073C2FF"
"1014",12839,1406,"#7AA6DCFF"
"1015",12840,116,"#0073C2FF"
"1016",12841,584,"#3B3B3BFF"
"1017",12847,445,"#EFC000FF"
"1018",12848,116,"#0073C2FF"
"1019",12849,649,"white"
"1020",12851,182,"#868686FF"
"1021",12852,533,"#8F7700FF"
"1022",12853,488,"#003C67FF"
"1023",12855,116,"#0073C2FF"
"1024",12856,165,"#CD534CFF"
"1025",1386,1406,"#7AA6DCFF"
"1026",12869,445,"#EFC000FF"
"1027",12870,488,"#003C67FF"
"1028",12871,182,"#868686FF"
"1029",12872,445,"#EFC000FF"
"1030",12873,533,"#8F7700FF"
"1031",12874,116,"#0073C2FF"
"1032",12875,106,"white"
"1033",12877,650,"white"
"1034",12879,182,"#868686FF"
"1035",12880,533,"#8F7700FF"
"1036",12884,445,"#EFC000FF"
"1037",12885,445,"#EFC000FF"
"1038",12887,165,"#CD534CFF"
"1039",12888,165,"#CD534CFF"
"1040",2409,1406,"#7AA6DCFF"
"1041",12891,61,"white"
"1042",12893,182,"#868686FF"
"1043",12899,533,"#8F7700FF"
"1044",12900,838,"white"
"1045",12901,116,"#0073C2FF"
"1046",12902,533,"#8F7700FF"
"1047",12903,533,"#8F7700FF"
"1048",12904,394,"white"
"1049",12905,7,"white"
"1050",9849,445,"#EFC000FF"
"1051",12944,182,"#868686FF"
"1052",12946,651,"white"
"1053",12948,533,"#8F7700FF"
"1054",12949,445,"#EFC000FF"
"1055",12951,1406,"#7AA6DCFF"
"1056",12952,533,"#8F7700FF"
"1057",12954,1406,"#7AA6DCFF"
"1058",11962,488,"#003C67FF"
"1059",12958,652,"white"
"1060",12960,292,"white"
"1061",12961,533,"#8F7700FF"
"1062",12962,533,"#8F7700FF"
"1063",12964,116,"#0073C2FF"
"1064",8620,116,"#0073C2FF"
"1065",12475,533,"#8F7700FF"
"1066",2413,1406,"#7AA6DCFF"
"1067",12965,445,"#EFC000FF"
"1068",12972,182,"#868686FF"
"1069",12973,116,"#0073C2FF"
"1070",12974,165,"#CD534CFF"
"1071",12975,445,"#EFC000FF"
"1072",12977,116,"#0073C2FF"
"1073",12978,445,"#EFC000FF"
"1074",12979,848,"white"
"1075",12982,116,"#0073C2FF"
"1076",12983,488,"#003C67FF"
"1077",12984,165,"#CD534CFF"
"1078",12985,445,"#EFC000FF"
"1079",12987,848,"white"
"1080",12990,584,"#3B3B3BFF"
"1081",12993,165,"#CD534CFF"
"1082",13000,445,"#EFC000FF"
"1083",13001,445,"#EFC000FF"
"1084",13002,182,"#868686FF"
"1085",13003,533,"#8F7700FF"
"1086",13005,671,"white"
"1087",13006,182,"#868686FF"
"1088",13007,445,"#EFC000FF"
"1089",13009,533,"#8F7700FF"
"1090",13010,116,"#0073C2FF"
"1091",13011,116,"#0073C2FF"
"1092",13012,165,"#CD534CFF"
"1093",13014,533,"#8F7700FF"
"1094",13015,445,"#EFC000FF"
"1095",13016,533,"#8F7700FF"
"1096",13017,533,"#8F7700FF"
"1097",13018,533,"#8F7700FF"
"1098",13019,533,"#8F7700FF"
"1099",13020,182,"#868686FF"
"1100",13021,165,"#CD534CFF"
"1101",13023,488,"#003C67FF"
"1102",13026,445,"#EFC000FF"
"1103",13027,445,"#EFC000FF"
"1104",13028,182,"#868686FF"
"1105",13029,1406,"#7AA6DCFF"
"1106",13030,445,"#EFC000FF"
"1107",13034,445,"#EFC000FF"
"1108",13035,488,"#003C67FF"
"1109",13036,445,"#EFC000FF"
"1110",2414,1406,"#7AA6DCFF"
"1111",13037,116,"#0073C2FF"
"1112",13039,116,"#0073C2FF"
"1113",13040,533,"#8F7700FF"
"1114",13042,838,"white"
"1115",13044,445,"#EFC000FF"
"1116",2415,1343,"white"
"1117",13051,116,"#0073C2FF"
"1118",13052,488,"#003C67FF"
"1119",13053,182,"#868686FF"
"1120",13054,215,"#4A6990FF"
"1121",13057,8,"white"
"1122",13058,116,"#0073C2FF"
"1123",13059,1406,"#7AA6DCFF"
"1124",13065,488,"#003C67FF"
"1125",13066,445,"#EFC000FF"
"1126",13067,165,"#CD534CFF"
"1127",13068,445,"#EFC000FF"
"1128",13069,445,"#EFC000FF"
"1129",13070,445,"#EFC000FF"
"1130",13071,445,"#EFC000FF"
"1131",13072,182,"#868686FF"
"1132",13073,182,"#868686FF"
"1133",8713,445,"#EFC000FF"
"1134",926,445,"#EFC000FF"
"1135",13133,116,"#0073C2FF"
"1136",13134,165,"#CD534CFF"
"1137",13137,1406,"#7AA6DCFF"
"1138",13138,1406,"#7AA6DCFF"
"1139",13141,584,"#3B3B3BFF"
"1140",13142,445,"#EFC000FF"
"1141",13144,165,"#CD534CFF"
"1142",13145,106,"white"
"1143",13146,106,"white"
"1144",13147,445,"#EFC000FF"
"1145",13149,671,"white"
"1146",13151,116,"#0073C2FF"
"1147",13157,445,"#EFC000FF"
"1148",13158,445,"#EFC000FF"
"1149",13159,165,"#CD534CFF"
"1150",13160,533,"#8F7700FF"
"1151",13162,445,"#EFC000FF"
"1152",13163,488,"#003C67FF"
"1153",2417,1406,"#7AA6DCFF"
"1154",13166,838,"white"
"1155",13170,533,"#8F7700FF"
"1156",13171,182,"#868686FF"
"1157",13172,584,"#3B3B3BFF"
"1158",13173,445,"#EFC000FF"
"1159",13174,488,"#003C67FF"
"1160",13176,445,"#EFC000FF"
"1161",13177,445,"#EFC000FF"
"1162",2028,165,"#CD534CFF"
"1163",12153,838,"white"
"1164",13180,116,"#0073C2FF"
"1165",13183,165,"#CD534CFF"
"1166",13184,116,"#0073C2FF"
"1167",13186,445,"#EFC000FF"
"1168",10540,116,"#0073C2FF"
"1169",13189,488,"#003C67FF"
"1170",10260,165,"#CD534CFF"
"1171",13200,445,"#EFC000FF"
"1172",13205,488,"#003C67FF"
"1173",13206,182,"#868686FF"
"1174",13207,653,"white"
"1175",13209,116,"#0073C2FF"
"1176",13212,445,"#EFC000FF"
"1177",13213,445,"#EFC000FF"
"1178",13215,165,"#CD534CFF"
"1179",13216,138,"#A73030FF"
"1180",8621,671,"white"
"1181",13217,654,"white"
"1182",13219,584,"#3B3B3BFF"
"1183",13220,445,"#EFC000FF"
"1184",13222,1406,"#7AA6DCFF"
"1185",13223,445,"#EFC000FF"
"1186",13226,488,"#003C67FF"
"1187",2419,1406,"#7AA6DCFF"
"1188",2420,1406,"#7AA6DCFF"
"1189",1433,584,"#3B3B3BFF"
"1190",13492,116,"#0073C2FF"
"1191",13493,655,"white"
"1192",13495,116,"#0073C2FF"
"1193",13496,116,"#0073C2FF"
"1194",13497,445,"#EFC000FF"
"1195",13498,656,"white"
"1196",13500,165,"#CD534CFF"
"1197",13501,182,"#868686FF"
"1198",8546,445,"#EFC000FF"
"1199",13508,116,"#0073C2FF"
"1200",13509,24,"white"
"1201",13511,533,"#8F7700FF"
"1202",11240,116,"#0073C2FF"
"1203",13512,533,"#8F7700FF"
"1204",13513,497,"white"
"1205",2421,1406,"#7AA6DCFF"
"1206",13514,488,"#003C67FF"
"1207",13515,584,"#3B3B3BFF"
"1208",13517,326,"white"
"1209",13519,165,"#CD534CFF"
"1210",8715,445,"#EFC000FF"
"1211",13522,182,"#868686FF"
"1212",13523,1406,"#7AA6DCFF"
"1213",13527,182,"#868686FF"
"1214",13529,445,"#EFC000FF"
"1215",13530,165,"#CD534CFF"
"1216",13536,445,"#EFC000FF"
"1217",13539,1406,"#7AA6DCFF"
"1218",13541,671,"white"
"1219",13542,445,"#EFC000FF"
"1220",57,445,"#EFC000FF"
"1221",13543,445,"#EFC000FF"
"1222",2422,1406,"#7AA6DCFF"
"1223",13544,488,"#003C67FF"
"1224",13545,445,"#EFC000FF"
"1225",13546,838,"white"
"1226",13547,445,"#EFC000FF"
"1227",13548,445,"#EFC000FF"
"1228",13549,445,"#EFC000FF"
"1229",13551,533,"#8F7700FF"
"1230",13552,533,"#8F7700FF"
"1231",13554,394,"white"
"1232",13555,165,"#CD534CFF"
"1233",13556,116,"#0073C2FF"
"1234",13558,445,"#EFC000FF"
"1235",13559,182,"#868686FF"
"1236",13562,9,"white"
"1237",13563,165,"#CD534CFF"
"1238",13564,165,"#CD534CFF"
"1239",13566,116,"#0073C2FF"
"1240",13567,116,"#0073C2FF"
"1241",13568,182,"#868686FF"
"1242",7949,445,"#EFC000FF"
"1243",13595,165,"#CD534CFF"
"1244",13596,445,"#EFC000FF"
"1245",13597,445,"#EFC000FF"
"1246",13598,182,"#868686FF"
"1247",13599,488,"#003C67FF"
"1248",13600,445,"#EFC000FF"
"1249",13602,491,"white"
"1250",13603,533,"#8F7700FF"
"1251",13608,445,"#EFC000FF"
"1252",13610,445,"#EFC000FF"
"1253",13612,445,"#EFC000FF"
"1254",13613,165,"#CD534CFF"
"1255",13621,116,"#0073C2FF"
"1256",13622,116,"#0073C2FF"
"1257",443,165,"#CD534CFF"
"1258",13632,657,"white"
"1259",13634,533,"#8F7700FF"
"1260",9850,445,"#EFC000FF"
"1261",13640,116,"#0073C2FF"
"1262",13641,488,"#003C67FF"
"1263",13643,182,"#868686FF"
"1264",13644,165,"#CD534CFF"
"1265",13645,533,"#8F7700FF"
"1266",12476,533,"#8F7700FF"
"1267",13648,28,"white"
"1268",13649,848,"white"
"1269",13651,165,"#CD534CFF"
"1270",13652,445,"#EFC000FF"
"1271",2426,584,"#3B3B3BFF"
"1272",13654,445,"#EFC000FF"
"1273",13655,182,"#868686FF"
"1274",13659,165,"#CD534CFF"
"1275",13660,182,"#868686FF"
"1276",13661,445,"#EFC000FF"
"1277",13663,658,"white"
"1278",13665,533,"#8F7700FF"
"1279",13666,116,"#0073C2FF"
"1280",13667,533,"#8F7700FF"
"1281",13668,584,"#3B3B3BFF"
"1282",8716,848,"white"
"1283",13669,1043,"white"
"1284",13670,116,"#0073C2FF"
"1285",13671,848,"white"
"1286",13672,165,"#CD534CFF"
"1287",11995,838,"white"
"1288",13684,165,"#CD534CFF"
"1289",13686,896,"white"
"1290",13688,165,"#CD534CFF"
"1291",13695,445,"#EFC000FF"
"1292",13696,445,"#EFC000FF"
"1293",13715,533,"#8F7700FF"
"1294",13716,584,"#3B3B3BFF"
"1295",13717,659,"white"
"1296",13721,445,"#EFC000FF"
"1297",13722,445,"#EFC000FF"
"1298",13723,533,"#8F7700FF"
"1299",13724,165,"#CD534CFF"
"1300",13726,182,"#868686FF"
"1301",13727,182,"#868686FF"
"1302",13728,112,"white"
"1303",13730,116,"#0073C2FF"
"1304",13731,116,"#0073C2FF"
"1305",13540,1406,"#7AA6DCFF"
"1306",13751,584,"#3B3B3BFF"
"1307",13752,28,"white"
"1308",2429,1406,"#7AA6DCFF"
"1309",13756,445,"#EFC000FF"
"1310",9255,584,"#3B3B3BFF"
"1311",13758,182,"#868686FF"
"1312",9256,165,"#CD534CFF"
"1313",13759,445,"#EFC000FF"
"1314",13760,116,"#0073C2FF"
"1315",13761,116,"#0073C2FF"
"1316",13762,584,"#3B3B3BFF"
"1317",12177,533,"#8F7700FF"
"1318",13775,445,"#EFC000FF"
"1319",13777,10,"white"
"1320",13778,488,"#003C67FF"
"1321",13779,445,"#EFC000FF"
"1322",13780,1127,"white"
"1323",13782,138,"#A73030FF"
"1324",13783,445,"#EFC000FF"
"1325",13787,116,"#0073C2FF"
"1326",13790,116,"#0073C2FF"
"1327",11241,445,"#EFC000FF"
"1328",13791,445,"#EFC000FF"
"1329",13792,182,"#868686FF"
"1330",13793,165,"#CD534CFF"
"1331",13794,165,"#CD534CFF"
"1332",13795,116,"#0073C2FF"
"1333",13796,116,"#0073C2FF"
"1334",11242,445,"#EFC000FF"
"1335",13797,182,"#868686FF"
"1336",13798,445,"#EFC000FF"
"1337",13800,165,"#CD534CFF"
"1338",13801,660,"white"
"1339",13803,488,"#003C67FF"
"1340",13804,488,"#003C67FF"
"1341",13805,488,"#003C67FF"
"1342",13806,116,"#0073C2FF"
"1343",13808,116,"#0073C2FF"
"1344",13809,445,"#EFC000FF"
"1345",13810,445,"#EFC000FF"
"1346",13811,445,"#EFC000FF"
"1347",13812,445,"#EFC000FF"
"1348",13813,488,"#003C67FF"
"1349",13814,1205,"white"
"1350",13816,445,"#EFC000FF"
"1351",13817,116,"#0073C2FF"
"1352",13818,445,"#EFC000FF"
"1353",13820,445,"#EFC000FF"
"1354",2436,1406,"#7AA6DCFF"
"1355",13822,848,"white"
"1356",13824,661,"white"
"1357",13826,445,"#EFC000FF"
"1358",13832,138,"#A73030FF"
"1359",10541,116,"#0073C2FF"
"1360",13846,533,"#8F7700FF"
"1361",13847,533,"#8F7700FF"
"1362",13848,533,"#8F7700FF"
"1363",13849,445,"#EFC000FF"
"1364",13850,445,"#EFC000FF"
"1365",2437,1406,"#7AA6DCFF"
"1366",13851,445,"#EFC000FF"
"1367",13852,165,"#CD534CFF"
"1368",13853,445,"#EFC000FF"
"1369",13075,445,"#EFC000FF"
"1370",354,445,"#EFC000FF"
"1371",2438,445,"#EFC000FF"
"1372",13979,848,"white"
"1373",13980,533,"#8F7700FF"
"1374",13981,533,"#8F7700FF"
"1375",9257,165,"#CD534CFF"
"1376",13983,116,"#0073C2FF"
"1377",13984,1230,"white"
"1378",13988,533,"#8F7700FF"
"1379",13989,182,"#868686FF"
"1380",13990,1343,"white"
"1381",14001,215,"#4A6990FF"
"1382",14002,1406,"#7AA6DCFF"
"1383",14003,116,"#0073C2FF"
"1384",1940,165,"#CD534CFF"
"1385",14305,445,"#EFC000FF"
"1386",14306,165,"#CD534CFF"
"1387",14307,182,"#868686FF"
"1388",2439,1406,"#7AA6DCFF"
"1389",14308,165,"#CD534CFF"
"1390",14309,182,"#868686FF"
"1391",1313,165,"#CD534CFF"
"1392",2442,1406,"#7AA6DCFF"
"1393",14465,116,"#0073C2FF"
"1394",14466,662,"white"
"1395",14470,182,"#868686FF"
"1396",14471,533,"#8F7700FF"
"1397",14473,797,"white"
"1398",2325,116,"#0073C2FF"
"1399",14489,182,"#868686FF"
"1400",14490,165,"#CD534CFF"
"1401",14495,838,"white"
"1402",14508,182,"#868686FF"
"1403",14509,533,"#8F7700FF"
"1404",14510,1406,"#7AA6DCFF"
"1405",14512,584,"#3B3B3BFF"
"1406",14513,182,"#868686FF"
"1407",14514,497,"white"
"1408",14515,182,"#868686FF"
"1409",14516,445,"#EFC000FF"
"1410",7875,1406,"#7AA6DCFF"
"1411",14517,106,"white"
"1412",14518,664,"white"
"1413",8717,445,"#EFC000FF"
"1414",14520,445,"#EFC000FF"
"1415",14521,838,"white"
"1416",14522,116,"#0073C2FF"
"1417",14523,116,"#0073C2FF"
"1418",14525,848,"white"
"1419",2445,1406,"#7AA6DCFF"
"1420",14527,533,"#8F7700FF"
"1421",2446,1406,"#7AA6DCFF"
"1422",14529,116,"#0073C2FF"
"1423",14530,1406,"#7AA6DCFF"
"1424",14531,116,"#0073C2FF"
"1425",14532,445,"#EFC000FF"
"1426",14533,182,"#868686FF"
"1427",14534,116,"#0073C2FF"
"1428",14536,445,"#EFC000FF"
"1429",14537,116,"#0073C2FF"
"1430",14538,116,"#0073C2FF"
"1431",14539,116,"#0073C2FF"
"1432",14540,445,"#EFC000FF"
"1433",14541,1127,"white"
"1434",14543,182,"#868686FF"
"1435",14544,165,"#CD534CFF"
"1436",14548,533,"#8F7700FF"
"1437",14549,488,"#003C67FF"
"1438",14550,445,"#EFC000FF"
"1439",14551,445,"#EFC000FF"
"1440",14552,326,"white"
"1441",14559,116,"#0073C2FF"
"1442",14560,445,"#EFC000FF"
"1443",14561,138,"#A73030FF"
"1444",14563,116,"#0073C2FF"
"1445",14564,1406,"#7AA6DCFF"
"1446",1264,445,"#EFC000FF"
"1447",14577,533,"#8F7700FF"
"1448",14578,445,"#EFC000FF"
"1449",11244,445,"#EFC000FF"
"1450",14580,445,"#EFC000FF"
"1451",2451,1406,"#7AA6DCFF"
"1452",14582,165,"#CD534CFF"
"1453",11245,445,"#EFC000FF"
"1454",14583,11,"white"
"1455",14584,533,"#8F7700FF"
"1456",14586,838,"white"
"1457",8095,165,"#CD534CFF"
"1458",2452,1406,"#7AA6DCFF"
"1459",14779,12,"white"
"1460",14780,182,"#868686FF"
"1461",14781,445,"#EFC000FF"
"1462",395,585,"white"
"1463",14785,896,"white"
"1464",14787,116,"#0073C2FF"
"1465",14788,182,"#868686FF"
"1466",14790,445,"#EFC000FF"
"1467",14792,445,"#EFC000FF"
"1468",14794,665,"white"
"1469",14797,584,"#3B3B3BFF"
"1470",14798,116,"#0073C2FF"
"1471",14801,445,"#EFC000FF"
"1472",14802,165,"#CD534CFF"
"1473",10313,165,"#CD534CFF"
"1474",14804,445,"#EFC000FF"
"1475",14805,533,"#8F7700FF"
"1476",14807,838,"white"
"1477",14808,116,"#0073C2FF"
"1478",14809,182,"#868686FF"
"1479",2326,116,"#0073C2FF"
"1480",14811,116,"#0073C2FF"
"1481",14812,533,"#8F7700FF"
"1482",14813,1174,"white"
"1483",14815,533,"#8F7700FF"
"1484",14816,182,"#868686FF"
"1485",14820,182,"#868686FF"
"1486",14821,584,"#3B3B3BFF"
"1487",14822,116,"#0073C2FF"
"1488",14824,116,"#0073C2FF"
"1489",14825,116,"#0073C2FF"
"1490",14826,116,"#0073C2FF"
"1491",10769,848,"white"
"1492",14827,666,"white"
"1493",14829,165,"#CD534CFF"
"1494",14830,445,"#EFC000FF"
"1495",14831,116,"#0073C2FF"
"1496",14832,116,"#0073C2FF"
"1497",14833,533,"#8F7700FF"
"1498",14834,445,"#EFC000FF"
"1499",14835,106,"white"
"1500",14841,182,"#868686FF"
"1501",14842,445,"#EFC000FF"
"1502",8719,1406,"#7AA6DCFF"
"1503",14844,667,"white"
"1504",14846,116,"#0073C2FF"
"1505",14847,116,"#0073C2FF"
"1506",14848,533,"#8F7700FF"
"1507",9851,445,"#EFC000FF"
"1508",14850,1250,"white"
"1509",14853,445,"#EFC000FF"
"1510",14854,1406,"#7AA6DCFF"
"1511",14855,488,"#003C67FF"
"1512",14856,116,"#0073C2FF"
"1513",14857,445,"#EFC000FF"
"1514",14858,445,"#EFC000FF"
"1515",14859,488,"#003C67FF"
"1516",14861,165,"#CD534CFF"
"1517",14862,488,"#003C67FF"
"1518",14863,116,"#0073C2FF"
"1519",14864,1406,"#7AA6DCFF"
"1520",14866,533,"#8F7700FF"
"1521",14868,445,"#EFC000FF"
"1522",14869,445,"#EFC000FF"
"1523",14870,668,"white"
"1524",12472,533,"#8F7700FF"
"1525",14914,445,"#EFC000FF"
"1526",14915,165,"#CD534CFF"
"1527",14934,445,"#EFC000FF"
"1528",2456,1406,"#7AA6DCFF"
"1529",14937,215,"#4A6990FF"
"1530",14872,533,"#8F7700FF"
"1531",14945,488,"#003C67FF"
"1532",14950,116,"#0073C2FF"
"1533",14952,669,"white"
"1534",2457,1406,"#7AA6DCFF"
"1535",444,165,"#CD534CFF"
"1536",11247,445,"#EFC000FF"
"1537",15126,182,"#868686FF"
"1538",15127,200,"white"
"1539",15129,1406,"#7AA6DCFF"
"1540",11248,445,"#EFC000FF"
"1541",15131,445,"#EFC000FF"
"1542",15133,116,"#0073C2FF"
"1543",15134,445,"#EFC000FF"
"1544",15135,848,"white"
"1545",15137,488,"#003C67FF"
"1546",15139,116,"#0073C2FF"
"1547",15140,116,"#0073C2FF"
"1548",15141,165,"#CD534CFF"
"1549",15142,182,"#868686FF"
"1550",15144,584,"#3B3B3BFF"
"1551",8547,215,"#4A6990FF"
"1552",15199,182,"#868686FF"
"1553",15207,182,"#868686FF"
"1554",15209,116,"#0073C2FF"
"1555",15210,445,"#EFC000FF"
"1556",15211,445,"#EFC000FF"
"1557",15212,326,"white"
"1558",2458,1406,"#7AA6DCFF"
"1559",15215,488,"#003C67FF"
"1560",879,165,"#CD534CFF"
"1561",15255,488,"#003C67FF"
"1562",15256,165,"#CD534CFF"
"1563",2459,1406,"#7AA6DCFF"
"1564",13614,165,"#CD534CFF"
"1565",15274,165,"#CD534CFF"
"1566",15276,533,"#8F7700FF"
"1567",15293,445,"#EFC000FF"
"1568",10542,584,"#3B3B3BFF"
"1569",15373,165,"#CD534CFF"
"1570",2461,1406,"#7AA6DCFF"
"1571",15374,116,"#0073C2FF"
"1572",15376,116,"#0073C2FF"
"1573",15377,116,"#0073C2FF"
"1574",15378,116,"#0073C2FF"
"1575",15379,165,"#CD534CFF"
"1576",15380,584,"#3B3B3BFF"
"1577",1434,584,"#3B3B3BFF"
"1578",15519,165,"#CD534CFF"
"1579",8207,165,"#CD534CFF"
"1580",15532,445,"#EFC000FF"
"1581",2463,1406,"#7AA6DCFF"
"1582",15534,584,"#3B3B3BFF"
"1583",15535,533,"#8F7700FF"
"1584",37,848,"white"
"1585",15546,182,"#868686FF"
"1586",15547,488,"#003C67FF"
"1587",15548,312,"white"
"1588",15554,116,"#0073C2FF"
"1589",15556,138,"#A73030FF"
"1590",1915,326,"white"
"1591",15597,182,"#868686FF"
"1592",15598,445,"#EFC000FF"
"1593",15599,116,"#0073C2FF"
"1594",1435,584,"#3B3B3BFF"
"1595",2464,116,"#0073C2FF"
"1596",10735,838,"white"
"1597",15717,182,"#868686FF"
"1598",15718,584,"#3B3B3BFF"
